song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,track_popularity
One Touch (with ‪Jess Glynne),Jess Glynne,0.69,0.757,0,-5.16,0,0.244,0.533,0.0,0.202,16
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,84
Love You Like A Love Song,Selena Gomez & The Scene,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,75
Right Now,Nick Jonas,0.597,0.751,6,-4.982,0,0.193,0.0104,0.0,0.0912,73
Sucker,Jonas Brothers,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,87
Sorry Not Sorry,Demi Lovato,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,80
None Of My Business,Cher Lloyd,0.793,0.488,2,-5.807,0,0.0462,0.428,0.0,0.0823,68
Beautiful Soul,Jesse McCartney,0.66,0.666,9,-4.342,1,0.0472,0.0759,0.0,0.0268,72
Ready or Not,Bridgit Mendler,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,68
All I Ever Need,Austin Mahone,0.708,0.647,11,-6.128,1,0.0298,0.117,0.0,0.111,71
Underwater,Cody Simpson,0.642,0.608,9,-7.514,1,0.0357,0.12,0.000118,0.103,61
Slide Away,Miley Cyrus,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,81
Too Little Too Late - 2018,JoJo,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,66
Feeling So Good,Ashley Tisdale,0.727,0.702,4,-6.19,1,0.131,0.0991,9.42e-06,0.739,56
He Could Be the One,Hannah Montana,0.602,0.894,4,-3.975,1,0.032,0.00154,0.0,0.433,65
"Strut - From ""The Cheetah Girls 2""",The Cheetah Girls,0.674,0.87,3,-5.158,0,0.0912,0.428,5.08e-06,0.127,51
L.A. Boyz,Victorious Cast,0.616,0.91,8,-3.316,0,0.124,0.0109,0.0,0.0806,54
No Air (feat. Chris Brown),Jordin Sparks,0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,63
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,0.383,0.616,5,-7.118,1,0.0515,0.314,7.21e-06,0.11,72
Come Clean,Hilary Duff,0.577,0.892,8,-5.121,0,0.0675,0.016,6.39e-05,0.299,55
Hurts Like Hell (feat. Offset),Madison Beer,0.704,0.56,1,-6.791,0,0.179,0.185,0.0,0.0948,75
Stronger (What Doesn't Kill You),Kelly Clarkson,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,73
Say OK,Vanessa Hudgens,0.469,0.689,9,-7.017,0,0.0475,0.00607,0.00119,0.114,56
shut up,Greyson Chance,0.821,0.448,9,-4.33,1,0.0468,0.296,3.26e-06,0.0683,58
Boyfriend,Big Time Rush,0.614,0.857,1,-4.171,0,0.111,0.0987,0.0,0.177,62
Secret Love Song (feat. Jason Derulo),Little Mix,0.534,0.642,9,-3.971,1,0.0504,0.259,0.0,0.29,77
Tonight Tonight,Hot Chelle Rae,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,74
Glad You Came,The Wanted,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,71
Missing You,The Vamps,0.537,0.647,2,-7.37,1,0.0519,0.168,0.0,0.108,74
Hero,Christopher Wilde,0.333,0.902,3,-4.65,1,0.123,0.0279,0.0,0.115,60
Replay,Zendaya,0.688,0.723,6,-6.682,0,0.121,0.0416,0.0002,0.302,67
Stay My Baby,Miranda Cosgrove,0.376,0.939,11,-4.482,0,0.105,0.00207,0.0706,0.345,34
Don't Let It Break Your Heart - Single Edit,Louis Tomlinson,0.362,0.708,10,-4.046,1,0.0672,0.0226,0.0,0.0873,75
Potential Breakup Song,Aly & AJ,0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,61
Cake By The Ocean,DNCE,0.774,0.753,4,-5.445,0,0.0517,0.153,0.0,0.0371,80
Sue Me,Sabrina Carpenter,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,75
Live Forever (With Cheat Codes),Liam Payne,0.69,0.676,7,-6.111,1,0.0335,0.213,0.0,0.123,71
Call Me Maybe,Carly Rae Jepsen,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,76
Do It Again,Pia Mia,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,74
When I Grow Up,The Pussycat Dolls,0.671,0.685,11,-5.762,0,0.05,0.00165,0.0,0.398,70
Make You Believe,Lucy Hale,0.732,0.837,8,-3.329,0,0.0615,0.0178,0.0,0.178,51
Total Eclipse Of The Heart (Glee Cast Version) (feat. Jonathan Groff),Glee Cast,0.513,0.662,8,-6.058,1,0.0293,0.195,0.0,0.101,62
like that,Bea Miller,0.573,0.441,6,-5.799,0,0.0758,0.186,0.0,0.61,73
Classic,MKTO,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,77
Truth Or Dare,Emily Osment,0.562,0.747,0,-5.354,0,0.0345,3.79e-05,0.0,0.0858,44
Love Me Less (feat. Quinn XCII),MAX,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,78
Dear No One,Tori Kelly,0.627,0.592,6,-5.977,1,0.314,0.126,0.0,0.111,67
Complicated,Avril Lavigne,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,77
Can I Have This Dance - Original Version,High School Musical Cast,0.555,0.619,0,-5.246,1,0.0296,0.203,0.0,0.265,67
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,0.663,0.708,8,-4.154,1,0.0473,0.0337,0.0,0.0841,81
Let You Love Me,Rita Ora,0.475,0.846,10,-3.344,1,0.283,0.275,0.0,0.0824,72
I Won't Give Up,Christina Grimmie,0.461,0.519,8,-4.573,1,0.0471,0.403,0.0,0.348,57
Out Of Love,Alessia Cara,0.492,0.267,7,-9.25,1,0.0336,0.8,0.0,0.249,78
Easier,5 Seconds of Summer,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,81
Higher,The Saturdays,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,57
Big Girls Don't Cry (Personal),Fergie,0.708,0.641,7,-4.296,1,0.0336,0.205,0.0,0.0945,74
Crush,David Archuleta,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2e-05,0.0719,70
On My Own,Austin Moon,0.669,0.593,7,-6.628,1,0.0406,0.14,0.0,0.119,65
"It's Party Time (From ""Hotel Transylvania 3"")",Joe Jonas,0.565,0.748,8,-5.78,1,0.0576,0.425,0.0,0.34,44
What A Time (feat. Niall Horan),Julia Michaels,0.518,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,78
All About Tonight,Pixie Lott,0.637,0.804,2,-6.141,1,0.0448,0.207,0.0,0.115,57
My Oh My (feat. DaBaby),Camila Cabello,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,94
Toxic,Britney Spears,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,78
Me And My Broken Heart,Rixton,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,76
What's My Name,China Anne McClain,0.727,0.932,1,-4.931,1,0.16,0.098,0.0,0.211,66
Demi Lovato Medley,Cimorelli,0.367,0.635,1,-4.842,1,0.119,0.134,0.0,0.322,55
Phases,PRETTYMUCH,0.77,0.636,11,-6.724,0,0.131,0.169,0.0,0.0676,76
History,Olivia Holt,0.767,0.631,1,-6.762,1,0.0541,0.0997,0.0,0.119,62
Outside Looking In,Jordan Pruitt,0.69,0.29,5,-6.544,1,0.0282,0.676,0.0,0.109,40
Up,Olly Murs,0.69,0.845,9,-4.676,1,0.0339,0.0193,0.0,0.101,68
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,78
Let's Make This Last 4Ever,Mitchel Musso,0.531,0.936,11,-2.956,0,0.0503,0.00758,0.0,0.0959,38
Insomnia,Daya,0.754,0.653,7,-5.095,1,0.0611,0.0944,0.0,0.383,75
Bleeding Love,Leona Lewis,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,77
In My Blood,The Veronicas,0.538,0.809,7,-6.017,0,0.0504,0.00136,0.0,0.406,58
No One Compares To You,Jack & Jack,0.7,0.748,1,-6.044,1,0.0434,0.127,0.0,0.0941,79
I'm a Mess,Bebe Rexha,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,80
Push It to the Limit,Corbin Bleu,0.815,0.906,5,-3.194,0,0.0561,0.0116,2.06e-06,0.0691,50
Acapella,Karmin,0.667,0.619,2,-4.933,1,0.151,0.126,0.0,0.101,63
Don't Hold Your Breath,Nicole Scherzinger,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,56
So Close,Jennette McCurdy,0.609,0.658,9,-4.657,1,0.0342,0.296,0.0,0.292,36
I Luv U (with R3HAB),Sofia Carson,0.875,0.558,1,-6.164,1,0.0641,0.0532,2.14e-05,0.116,71
A Thousand Years,Christina Perri,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,79
Rumors,Lindsay Lohan,0.883,0.784,10,-5.646,0,0.0533,0.0171,0.0143,0.333,50
Ghost Town,Adam Lambert,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,65
Who I Am,Nick Jonas & The Administration,0.636,0.763,4,-5.588,1,0.035,0.0773,2.81e-05,0.174,49
Hate How Much I Love You,Conor Maynard,0.779,0.42,0,-8.396,1,0.221,0.665,0.0,0.0862,68
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,76
Not Your Birthday,Allstar Weekend,0.683,0.943,7,-3.408,1,0.11,0.00553,0.0,0.0752,45
Gold,Victoria Justice,0.662,0.859,7,-3.722,1,0.0522,0.000439,0.0,0.209,43
Slow Dance,AJ Mitchell,0.692,0.443,1,-5.671,1,0.0386,0.214,0.0,0.06,78
Like I Did,Shane Harper,0.588,0.793,1,-4.301,1,0.0414,0.0159,0.0,0.0801,45
"Determinate - From ""Lemonade Mouth""",Adam Hicks,0.562,0.768,1,-5.006,0,0.0488,0.00361,0.0,0.0742,64
"Take On the World - Theme Song From ""Girl Meets World""",Rowan Blanchard,0.638,0.713,5,-6.475,1,0.0388,0.00103,0.000241,0.0466,56
Chillin' Like a Villain,Sofia Carson,0.697,0.775,8,-6.664,1,0.0829,0.0318,0.0,0.232,65
"Keep It Undercover - Theme Song From ""K.C. Undercover""",Zendaya,0.688,0.774,0,-4.444,1,0.086,0.361,0.0,0.196,52
"Time of Our Lives - Main Title Theme From ""I Didn't Do It""",Olivia Holt,0.467,0.817,2,-4.941,1,0.0879,0.000152,0.000594,0.199,41
Who Says,Selena Gomez & The Scene,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,74
Tell Me Something I Don't Know - Soundtrack,Selena Gomez,0.611,0.936,7,-3.697,0,0.11,0.0309,0.0,0.12,59
Calling All the Monsters,China Anne McClain,0.56,0.826,6,-5.866,0,0.0976,0.00272,0.0,0.487,47
Magic,Selena Gomez,0.602,0.922,11,-3.061,0,0.0386,0.00632,0.0,0.284,47
Boombox,Laura Marano,0.6,0.809,9,-4.982,1,0.164,0.0176,0.0,0.139,47
Black Magic,Little Mix,0.777,0.895,4,-4.464,1,0.0618,0.0348,0.0,0.317,76
Mmm Yeah (feat. Pitbull),Austin Mahone,0.712,0.922,6,-3.902,0,0.0411,0.00266,1.9e-06,0.268,64
La Bella y La Bestia,Bely Basarte,0.574,0.41,10,-8.7,1,0.0398,0.848,0.0,0.104,37
Esperándola sin más,Ignasi Vidal,0.321,0.405,8,-8.459,1,0.0376,0.88,0.000174,0.105,32
Por fin ya veo la luz,Carmen López,0.31,0.167,5,-14.525,1,0.029,0.856,0.0,0.0766,41
Cuando mi vida va a comenzar,Carmen López,0.698,0.458,4,-6.853,1,0.0295,0.183,0.0,0.0906,37
El Ritmo De La Selva,Fernando García Baró,0.379,0.502,10,-10.027,0,0.163,0.461,0.0,0.557,27
Pobres almas sin sol,Helen Quiroga,0.39,0.424,0,-9.336,1,0.124,0.785,0.0,0.167,26
"Parte De Tu Mundo - De ""La Sirenita""/Banda Sonora Original",María Caneda,0.27,0.279,5,-10.319,1,0.0346,0.953,0.00142,0.0937,33
Canción del encantamiento,Carmen López,0.379,0.00814,6,-21.447,1,0.0367,0.962,0.0,0.128,37
La Bella Y La Bestia,Marta Martorell,0.225,0.0917,5,-20.384,0,0.0385,0.916,0.000914,0.153,37
Qué hay más allá,María Parrado,0.648,0.349,4,-10.809,1,0.0843,0.673,0.0,0.0959,47
Fire,"Matthew ""Mdot"" Finley",0.71,0.946,8,-4.431,0,0.078,0.123,0.0,0.203,40
Can't Back Down,Demi Lovato,0.636,0.839,8,-4.384,1,0.096,0.0847,0.0,0.1,43
"It's On - From ""Camp Rock 2: The Final Jam""",Demi Lovato,0.617,0.945,11,-3.519,0,0.138,0.00503,0.0,0.0727,40
Wouldn't Change a Thing,Demi Lovato,0.353,0.879,1,-3.486,1,0.0833,0.0843,0.0,0.105,52
Introducing Me,Nick Jonas,0.509,0.495,11,-6.073,1,0.0515,0.491,0.0,0.0773,49
This is Our Song,Demi Lovato,0.351,0.626,7,-5.314,1,0.0358,0.0867,0.0,0.0937,44
We Rock,Cast Of Camp Rock,0.633,0.941,8,-3.413,0,0.11,0.00623,0.0,0.103,38
Play My Music,Jonas Brothers,0.472,0.871,2,-3.492,1,0.0836,0.000632,0.0,0.219,42
Gotta Find You,Joe Jonas,0.463,0.726,11,-5.126,1,0.03,0.0589,0.0,0.0861,45
This Is Me,Demi Lovato,0.497,0.822,1,-2.863,1,0.0399,0.011,0.0,0.0947,50
Here I Am,Renee Sandstrom,0.483,0.788,3,-3.473,1,0.0341,0.157,0.0,0.177,35
What it Takes,Aaryn Doyle,0.71,0.871,2,-6.196,1,0.0794,0.369,3.52e-06,0.297,31
Dynamite,China Anne McClain,0.659,0.789,6,-3.444,1,0.0717,0.184,0.0,0.0535,35
Something About the Sunshine,Anna Margaret,0.692,0.794,5,-6.219,1,0.0479,0.0977,0.0,0.141,44
Stuck On You,Nick Strand,0.58,0.664,1,-2.866,0,0.0748,0.429,0.0,0.146,39
Down Low,Astrid S,0.554,0.35,6,-5.378,0,0.0287,0.799,1.39e-06,0.317,55
Favorite Part Of Me,Astrid S,0.598,0.502,1,-6.273,1,0.0447,0.862,0.0,0.096,70
Years,Astrid S,0.664,0.285,9,-7.907,1,0.0342,0.855,0.0,0.0952,69
Some Say,Nea,0.779,0.342,3,-6.316,0,0.0404,0.701,2.56e-06,0.132,81
Boys Like You,Anna Clendening,0.664,0.607,2,-8.822,1,0.113,0.23,0.0,0.164,69
Slow Dance (feat. Ava Max),AJ Mitchell,0.692,0.443,1,-5.671,1,0.0386,0.214,0.0,0.06,41
Why Do You Love Me,Charlotte Lawrence,0.81,0.305,8,-6.165,0,0.0902,0.28,0.000116,0.203,68
Home with You,Madison Beer,0.631,0.599,7,-6.137,0,0.0878,0.067,0.0,0.0952,73
Dear Society,Madison Beer,0.65,0.594,7,-6.374,0,0.0492,0.161,0.0,0.133,75
All For Love,Madison Beer,0.653,0.76,1,-4.892,0,0.0556,0.00514,3.79e-05,0.0658,54
Dead,Madison Beer,0.583,0.7,2,-4.969,0,0.211,0.4,0.0,0.183,61
Sidelove,Astrid S,0.753,0.343,8,-5.607,1,0.0337,0.799,0.0,0.104,54
Doing To Me,Astrid S,0.718,0.762,0,-5.006,0,0.0571,0.284,1.58e-06,0.0971,66
Young And Beautiful,Lana Del Rey,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,75
Dance Monkey,Tones and I,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,100
The Kids Are Coming,Tones and I,0.753,0.566,9,-8.21,0,0.298,0.193,6.31e-05,0.14,69
Never Seen The Rain,Tones and I,0.672,0.464,6,-5.624,0,0.037,0.43,0.0,0.284,84
Johnny Run Away,Tones and I,0.799,0.538,2,-4.775,1,0.0622,0.642,1.23e-06,0.107,71
Jimmy,Tones and I,0.592,0.464,8,-5.956,1,0.0346,0.473,1.13e-06,0.125,68
Say It to My Face,Madison Beer,0.753,0.566,11,-4.763,0,0.435,0.169,0.0,0.276,57
If The World Was Ending (feat. Julia Michaels),JP Saxe,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,88
Colourblind,Tones and I,0.493,0.154,9,-9.996,0,0.0367,0.729,0.0,0.0747,67
Easy,Camila Cabello,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,73
Trampoline,SHAED,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,65
Liar,Camila Cabello,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,77
OK (Anxiety Anthem),Mabel,0.684,0.803,8,-3.849,0,0.0882,0.276,0.0,0.128,70
Shameless,Camila Cabello,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,73
Up All Night,Khalid,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,87
Someone New,Astrid S,0.881,0.697,0,-5.613,1,0.27,0.129,1.39e-06,0.0834,60
Ready,Alessia Cara,0.529,0.496,0,-6.668,0,0.151,0.214,0.0,0.212,77
It's You,Ali Gatie,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,89
Feelings,Lauv,0.694,0.466,9,-6.758,1,0.0384,0.0934,0.0,0.098,69
Lonely,Noah Cyrus,0.594,0.26,5,-9.062,1,0.0601,0.779,0.0,0.0924,75
Jesus In LA,Alec Benjamin,0.767,0.627,0,-4.096,1,0.0401,0.537,0.0,0.359,77
Torn,Ava Max,0.664,0.831,2,-4.472,0,0.0435,0.111,1.42e-06,0.0596,81
Salt,Ava Max,0.693,0.835,6,-3.242,1,0.0623,0.131,0.0,0.073,80
Freaking Me Out,Ava Max,0.429,0.553,1,-4.838,0,0.0669,0.458,0.0,0.0766,76
My Way,Ava Max,0.685,0.621,9,-4.877,0,0.0412,0.0623,0.0,0.0901,62
Takeaway,The Chainsmokers,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,85
Before You Go,Lewis Capaldi,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,83
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,70
Daylight,Matt and Kim,0.583,0.79,9,-4.885,1,0.0319,0.0851,0.000387,0.11,10
Unwritten,Natasha Bedingfield,0.706,0.801,5,-6.333,1,0.0399,0.00577,0.0,0.0822,76
I Need Your Love (feat. Ellie Goulding),Calvin Harris,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,69
Burn,Ellie Goulding,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,65
Applause,Lady Gaga,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,70
Judas,Lady Gaga,0.661,0.937,10,-3.83,0,0.0744,0.000967,1.59e-05,0.355,56
Ratchet,DJ White Shadow,0.691,0.964,7,-6.299,1,0.0751,0.0021,0.693,0.211,23
Hey Brother,Avicii,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,77
Safe And Sound,Capital Cities,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,77
Demons,Imagine Dragons,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,72
Waves - Robin Schulz Radio Edit,Mr. Probz,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,76
This Is Love,will.i.am,0.535,0.796,0,-3.446,0,0.0445,0.00473,0.0,0.145,60
Die Young,Kesha,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,73
Give Me Everything,Pitbull,0.671,0.939,8,-3.206,1,0.161,0.192,0.0,0.298,79
Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,69
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,73
Habits (Stay High) - The Chainsmokers Extended Mix,Tove Lo,0.684,0.772,10,-5.976,1,0.0356,0.00248,0.00403,0.0894,48
Pompeii,Bastille,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,70
It's Time,Imagine Dragons,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.145,66
DANCE,CLMD,0.766,0.548,7,-7.834,1,0.0373,0.0263,1.81e-06,0.21,76
The First One,Astrid S,0.538,0.541,7,-8.304,1,0.16,0.39,0.0,0.103,67
So High,Ruben,0.571,0.496,11,-7.36,1,0.0694,0.356,1.21e-06,0.0924,63
Cry for Me,Camila Cabello,0.721,0.805,9,-4.134,0,0.0927,0.05,0.0,0.153,70
Grip,Seeb,0.598,0.904,4,-2.293,1,0.0507,0.331,0.0,0.264,73
Watermelon Sugar,Harry Styles,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,90
Voice of Chunk,The Lounge Lizards,0.431,0.597,9,-12.934,0,0.194,0.353,0.42,0.153,35
Heaven,The Neighbourhood,0.555,0.712,2,-7.424,0,0.0357,0.0578,0.0045,0.128,0
Kings of the Mountain,Lonely The Brave,0.294,0.929,9,-3.712,1,0.0425,0.0001,0.0,0.0773,0
If You Can't Hang,Sleeping With Sirens,0.397,0.975,2,-3.532,0,0.365,0.00152,0.0,0.118,65
"If I'm James Dean, You're Audrey Hepburn",Sleeping With Sirens,0.425,0.936,8,-5.52,0,0.0829,2.1e-05,0.0,0.926,60
The Bomb Dot Com V2.0,Sleeping With Sirens,0.41,0.959,7,-4.88,1,0.0823,4.25e-06,2.03e-06,0.359,49
You Kill Me (In a Good Way),Sleeping With Sirens,0.38,0.907,3,-5.052,0,0.062,6.09e-05,0.0,0.103,45
Captain Tyin Knots VS Mr Walkway (No Way),Sleeping With Sirens,0.382,0.941,9,-5.427,1,0.163,1.45e-05,0.0,0.225,38
"In Case of Emergency, Dial 411",Sleeping With Sirens,0.434,0.956,3,-5.229,0,0.0669,6.55e-06,0.0,0.162,40
The Left Side of Everywhere,Sleeping With Sirens,0.371,0.966,11,-4.797,1,0.105,1.01e-05,0.0,0.735,42
The Consequence,You Me At Six,0.357,0.922,9,-5.735,1,0.111,0.00108,0.00431,0.632,38
Underdog,You Me At Six,0.381,0.961,1,-3.614,1,0.0868,0.000949,0.000294,0.0531,55
Playing The Blame Game,You Me At Six,0.35,0.866,11,-4.859,0,0.0607,0.0029,0.000325,0.0897,38
Safer To Hate Her,You Me At Six,0.392,0.855,2,-4.742,1,0.0652,0.000713,7.4e-06,0.196,38
Liquid Confidence (Nothing To Lose),You Me At Six,0.528,0.658,4,-5.691,1,0.0385,0.0386,0.0,0.356,42
Hard To Swallow,You Me At Six,0.377,0.866,2,-4.294,0,0.0397,0.000701,2.87e-05,0.129,37
There’s No Such Thing As Accidental Infidelity,You Me At Six,0.43,0.781,11,-4.715,1,0.0383,0.00375,2.08e-06,0.141,37
Fireworks,You Me At Six,0.48,0.582,6,-5.169,1,0.0254,0.124,0.000763,0.0876,42
Gossip,You Me At Six,0.43,0.944,6,-3.04,0,0.16,2.66e-05,0.196,0.235,0
Call That A Comeback,You Me At Six,0.493,0.839,1,-3.269,1,0.0735,0.00183,0.0,0.313,0
Jealous Minds Think Alike,You Me At Six,0.308,0.937,7,-2.903,1,0.0593,0.00265,0.153,0.114,0
Save It For The Bedroom,You Me At Six,0.323,0.956,1,-2.507,1,0.0536,0.00105,0.000169,0.147,0
Take Off Your Colours,You Me At Six,0.272,0.929,1,-4.06,1,0.153,0.00168,4.7e-05,0.147,0
You’ve Made Your Bed (So Sleep In It),You Me At Six,0.466,0.895,9,-3.396,1,0.0507,0.0251,0.00212,0.127,0
If You Run,You Me At Six,0.388,0.934,5,-3.349,1,0.0669,0.00212,0.0454,0.235,0
If I Were In Your Shoes,You Me At Six,0.351,0.923,6,-3.237,0,0.0553,4.49e-05,0.0,0.16,0
Always Attract,You Me At Six,0.357,0.357,7,-7.597,1,0.0285,0.22,0.0,0.196,0
The Rumour,You Me At Six,0.375,0.765,10,-4.711,0,0.102,0.0018,0.000264,0.0873,0
Kiss And Tell,You Me At Six,0.466,0.932,0,-3.109,1,0.0543,0.000367,0.00658,0.505,0
Finders Keepers,You Me At Six,0.486,0.898,3,-1.742,1,0.055,0.000234,0.00142,0.343,0
Sweet Feet,You Me At Six,0.359,0.718,4,-2.182,1,0.0429,0.00315,7.5e-05,0.174,0
Loverboy,You Me At Six,0.517,0.736,2,-4.558,0,0.0423,0.000319,3.81e-05,0.27,19
Loverboy - Acoustic Version,You Me At Six,0.643,0.492,7,-7.819,1,0.032,0.306,0.000131,0.102,22
Starry Eyed,You Me At Six,0.711,0.737,1,-6.722,1,0.0449,0.0243,1.09e-06,0.129,28
Guts,All Time Low,0.413,0.975,11,-2.853,0,0.138,0.00903,0.0,0.108,0
Cheap Shots & Setbacks,AS IT IS,0.412,0.982,5,-4.77,1,0.0777,9.22e-05,0.0,0.147,8
Time-Bomb,All Time Low,0.521,0.924,11,-3.908,0,0.0527,0.0052,1.38e-06,0.339,0
That Girl,All Time Low,0.56,0.94,10,-3.113,1,0.0417,0.0218,0.0,0.295,0
Weightless,All Time Low,0.479,0.931,2,-4.474,1,0.134,0.00309,0.0,0.121,0
Break Your Little Heart,All Time Low,0.414,0.956,1,-2.961,1,0.0528,0.00244,0.0,0.329,0
Damned If I Do Ya (Damned If I Don't),All Time Low,0.595,0.911,4,-2.992,1,0.0505,0.00617,0.0,0.265,0
Lost In Stereo,All Time Low,0.456,0.964,10,-3.77,1,0.0583,0.00221,0.0,0.241,0
Sick Little Games,All Time Low,0.478,0.802,11,-4.298,0,0.0333,0.00478,0.0,0.32,0
A Party Song (The Walk of Shame),All Time Low,0.544,0.966,3,-3.019,1,0.0429,0.0142,0.0,0.113,0
Therapy,All Time Low,0.341,0.724,9,-4.514,1,0.0339,0.0236,0.0,0.149,0
Coffee Shop Soundtrack,All Time Low,0.423,0.851,9,-6.142,1,0.112,0.00271,0.0,0.107,0
Jasey Rae,All Time Low,0.493,0.895,2,-6.925,1,0.038,4.46e-05,0.0,0.0878,0
Running From Lions,All Time Low,0.456,0.8,9,-7.018,1,0.0591,0.000745,0.0,0.317,0
Six Feet Under The Stars,All Time Low,0.49,0.967,3,-2.689,1,0.0708,0.0164,0.0,0.107,0
"Dear Maria, Count Me In",All Time Low,0.455,0.891,2,-3.131,1,0.0869,0.00725,0.0,0.237,0
Remembering Sunday,All Time Low,0.446,0.592,6,-4.765,0,0.0268,0.14,0.0,0.178,0
Poppin' Champagne,All Time Low,0.577,0.885,2,-3.226,1,0.0589,0.0248,0.0,0.388,0
Give It Up,The Friday Night Boys,0.432,0.942,6,-4.032,1,0.043,0.000699,0.0,0.346,12
"You Do, You Don't",The Friday Night Boys,0.435,0.422,5,-8.565,1,0.0293,0.836,0.0,0.118,13
Stupid Love Letter,The Friday Night Boys,0.616,0.827,1,-5.738,1,0.107,0.0156,0.0,0.0525,27
She's Finding Me Out,The Friday Night Boys,0.31,0.7,8,-5.999,1,0.0331,0.00763,0.0,0.055,31
That's What She Said,The Friday Night Boys,0.518,0.957,1,-4.352,1,0.209,0.02,0.0,0.0893,25
When You See My Friends,Mayday Parade,0.228,0.753,1,-4.132,1,0.037,0.00149,0.0,0.108,44
You're Dead Wrong,Mayday Parade,0.204,0.77,7,-2.528,1,0.042,0.00698,0.0,0.338,43
